variable,group,value
pca,24,594.0
pca,25,387.0
pca,26,346.0
pca,27,613.0
pca,28,1325.0
pca,29,525.0
pca,30,1522.0
pca,31,1059.0
pca,32,851.0
pca,33,662.0
pca,34,620.0
pca,35,591.0
pca,36,830.0
pca,37,464.0
pca,38,1187.0
pca,39,693.0
pca,40,525.0
pca,41,542.0
pca,42,888.0
pca,43,795.0
pca,44,497.0
pca,45,794.0
pca,46,920.0
pca,53,911.0
pca,1,636.0
pca,2,897.0
pca,3,1241.0
pca,4,776.0
pca,5,844.0
pca,6,1545.0
pca,7,1256.0
pca,8,955.0
pca,9,1095.0
pca,10,1316.0
pca,11,1835.0
pca,12,1414.0
pca,13,1731.0
pca,14,1342.0
pca,15,1188.0
pca,16,1376.0
pca,17,1640.0
pca,18,1283.0
pca,19,1578.0
pca,20,1256.0
pca,21,1367.0
pca,22,1380.0
pca,23,1333.0
pca,24,1037.0
pca,25,1651.0
pca,26,1381.0
pca,27,1114.0
pca,28,1414.0
pca,29,1134.0
pca,30,1232.0
pca,31,994.0
pca,32,1175.0
pca,33,982.0
pca,34,833.0
pca,35,905.0
pca,36,1410.0
pca,37,2073.0
pca,38,1244.0
pca,39,1339.0
pca,40,1467.0
pca,41,1778.0
pca,42,1488.0
pca,43,1408.0
pca,44,1408.0
pca,45,1191.0
pca,46,1437.0
pca,47,2091.0
pca,48,1164.0
pca,49,2127.0
pca,50,1703.0
pca,51,1533.0
pca,52,1619.0
pca,1,1173.0
pca,2,2178.0
pca,3,1514.0
pca,4,1541.0
pca,5,1221.0
pca,6,1925.0
pca,7,1175.0
pca,8,1907.0
pca,9,2024.0
pca,10,2851.0
pca,11,2362.0
pypickle,18,0.0
pypickle,19,0.0
pypickle,20,0.0
pypickle,21,0.0
pypickle,22,0.0
pypickle,23,0.0
pypickle,24,0.0
pypickle,25,0.0
pypickle,26,0.0
pypickle,27,0.0
pypickle,28,0.0
pypickle,29,402.0
pypickle,30,253.0
pypickle,31,114.0
pypickle,32,87.0
pypickle,33,70.0
pypickle,34,53.0
pypickle,35,38.0
pypickle,36,72.0
pypickle,37,79.0
pypickle,38,215.0
pypickle,39,117.0
pypickle,40,94.0
pypickle,41,74.0
pypickle,42,68.0
pypickle,43,129.0
pypickle,44,82.0
pypickle,45,122.0
pypickle,46,122.0
pypickle,53,110.0
pypickle,1,191.0
pypickle,2,313.0
pypickle,3,344.0
pypickle,4,307.0
pypickle,5,375.0
pypickle,6,276.0
pypickle,7,410.0
pypickle,8,909.0
pypickle,9,449.0
pypickle,10,780.0
pypickle,11,759.0
pypickle,12,700.0
pypickle,13,581.0
pypickle,14,982.0
pypickle,15,573.0
pypickle,16,1074.0
pypickle,17,1109.0
pypickle,18,1092.0
pypickle,19,1369.0
pypickle,20,912.0
pypickle,21,1364.0
pypickle,22,865.0
pypickle,23,1600.0
pypickle,24,1178.0
pypickle,25,1421.0
pypickle,26,2091.0
pypickle,27,1694.0
pypickle,28,1313.0
pypickle,29,1476.0
pypickle,30,1077.0
pypickle,31,1628.0
pypickle,32,1897.0
pypickle,33,1127.0
pypickle,34,1870.0
pypickle,35,1639.0
pypickle,36,1649.0
pypickle,37,2302.0
pypickle,38,2446.0
pypickle,39,2957.0
pypickle,40,5036.0
pypickle,41,5530.0
pypickle,42,5529.0
pypickle,43,5095.0
pypickle,44,5062.0
pypickle,45,5571.0
pypickle,46,7604.0
pypickle,47,6476.0
pypickle,48,5253.0
pypickle,49,6460.0
pypickle,50,5951.0
pypickle,51,4852.0
pypickle,52,3970.0
pypickle,1,4444.0
pypickle,2,6072.0
pypickle,3,4999.0
pypickle,4,5829.0
pypickle,5,6110.0
pypickle,6,6637.0
pypickle,7,6748.0
pypickle,8,8283.0
pypickle,9,7632.0
pypickle,10,7347.0
pypickle,11,6485.0
pypiplot,18,0.0
pypiplot,19,0.0
pypiplot,20,0.0
pypiplot,21,0.0
pypiplot,22,0.0
pypiplot,23,0.0
pypiplot,24,0.0
pypiplot,25,0.0
pypiplot,26,0.0
pypiplot,27,0.0
pypiplot,28,0.0
pypiplot,29,0.0
pypiplot,30,0.0
pypiplot,31,0.0
pypiplot,32,0.0
pypiplot,33,0.0
pypiplot,34,0.0
pypiplot,35,0.0
pypiplot,36,0.0
pypiplot,37,0.0
pypiplot,38,174.0
pypiplot,39,124.0
pypiplot,40,370.0
pypiplot,41,91.0
pypiplot,42,72.0
pypiplot,43,86.0
pypiplot,44,83.0
pypiplot,45,103.0
pypiplot,46,65.0
pypiplot,53,72.0
pypiplot,1,30.0
pypiplot,2,48.0
pypiplot,3,42.0
pypiplot,4,60.0
pypiplot,5,40.0
pypiplot,6,70.0
pypiplot,7,48.0
pypiplot,8,31.0
pypiplot,9,48.0
pypiplot,10,53.0
pypiplot,11,61.0
pypiplot,12,63.0
pypiplot,13,53.0
pypiplot,14,66.0
pypiplot,15,33.0
pypiplot,16,52.0
pypiplot,17,46.0
pypiplot,18,58.0
pypiplot,19,47.0
pypiplot,20,51.0
pypiplot,21,62.0
pypiplot,22,44.0
pypiplot,23,67.0
pypiplot,24,45.0
pypiplot,25,58.0
pypiplot,26,32.0
pypiplot,27,36.0
pypiplot,28,71.0
pypiplot,29,24.0
pypiplot,30,30.0
pypiplot,31,56.0
pypiplot,32,82.0
pypiplot,33,46.0
pypiplot,34,31.0
pypiplot,35,28.0
pypiplot,36,36.0
pypiplot,37,16.0
pypiplot,38,26.0
pypiplot,39,55.0
pypiplot,40,28.0
pypiplot,41,34.0
pypiplot,42,32.0
pypiplot,43,23.0
pypiplot,44,38.0
pypiplot,45,38.0
pypiplot,46,26.0
pypiplot,47,60.0
pypiplot,48,30.0
pypiplot,49,696.0
pypiplot,50,89.0
pypiplot,51,124.0
pypiplot,52,86.0
pypiplot,1,371.0
pypiplot,2,149.0
pypiplot,3,139.0
pypiplot,4,121.0
pypiplot,5,90.0
pypiplot,6,98.0
pypiplot,7,80.0
pypiplot,8,176.0
pypiplot,9,209.0
pypiplot,10,242.0
pypiplot,11,225.0
scatterd,18,0.0
scatterd,19,45.0
scatterd,20,37.0
scatterd,21,48.0
scatterd,22,78.0
scatterd,23,416.0
scatterd,24,221.0
scatterd,25,82.0
scatterd,26,69.0
scatterd,27,47.0
scatterd,28,81.0
scatterd,29,96.0
scatterd,30,115.0
scatterd,31,49.0
scatterd,32,97.0
scatterd,33,73.0
scatterd,34,85.0
scatterd,35,49.0
scatterd,36,95.0
scatterd,37,75.0
scatterd,38,78.0
scatterd,39,46.0
scatterd,40,51.0
scatterd,41,30.0
scatterd,42,63.0
scatterd,43,57.0
scatterd,44,38.0
scatterd,45,65.0
scatterd,46,43.0
scatterd,53,70.0
scatterd,1,37.0
scatterd,2,73.0
scatterd,3,58.0
scatterd,4,84.0
scatterd,5,57.0
scatterd,6,83.0
scatterd,7,78.0
scatterd,8,42.0
scatterd,9,42.0
scatterd,10,86.0
scatterd,11,66.0
scatterd,12,67.0
scatterd,13,76.0
scatterd,14,82.0
scatterd,15,39.0
scatterd,16,58.0
scatterd,17,38.0
scatterd,18,53.0
scatterd,19,64.0
scatterd,20,64.0
scatterd,21,54.0
scatterd,22,37.0
scatterd,23,62.0
scatterd,24,47.0
scatterd,25,60.0
scatterd,26,52.0
scatterd,27,57.0
scatterd,28,70.0
scatterd,29,61.0
scatterd,30,42.0
scatterd,31,88.0
scatterd,32,116.0
scatterd,33,49.0
scatterd,34,46.0
scatterd,35,44.0
scatterd,36,48.0
scatterd,37,24.0
scatterd,38,41.0
scatterd,39,65.0
scatterd,40,40.0
scatterd,41,43.0
scatterd,42,63.0
scatterd,43,27.0
scatterd,44,48.0
scatterd,45,45.0
scatterd,46,35.0
scatterd,47,76.0
scatterd,48,51.0
scatterd,49,56.0
scatterd,50,130.0
scatterd,51,109.0
scatterd,52,240.0
scatterd,1,162.0
scatterd,2,178.0
scatterd,3,224.0
scatterd,4,301.0
scatterd,5,177.0
scatterd,6,136.0
scatterd,7,86.0
scatterd,8,150.0
scatterd,9,126.0
scatterd,10,366.0
scatterd,11,216.0
slacki,18,0.0
slacki,19,0.0
slacki,20,0.0
slacki,21,391.0
slacki,22,521.0
slacki,23,126.0
slacki,24,100.0
slacki,25,72.0
slacki,26,43.0
slacki,27,36.0
slacki,28,61.0
slacki,29,46.0
slacki,30,108.0
slacki,31,62.0
slacki,32,63.0
slacki,33,45.0
slacki,34,65.0
slacki,35,37.0
slacki,36,61.0
slacki,37,65.0
slacki,38,64.0
slacki,39,39.0
slacki,40,45.0
slacki,41,21.0
slacki,42,38.0
slacki,43,45.0
slacki,44,24.0
slacki,45,42.0
slacki,46,24.0
slacki,53,30.0
slacki,1,16.0
slacki,2,48.0
slacki,3,36.0
slacki,4,60.0
slacki,5,37.0
slacki,6,59.0
slacki,7,48.0
slacki,8,274.0
slacki,9,107.0
slacki,10,126.0
slacki,11,105.0
slacki,12,110.0
slacki,13,676.0
slacki,14,225.0
slacki,15,94.0
slacki,16,209.0
slacki,17,107.0
slacki,18,112.0
slacki,19,139.0
slacki,20,109.0
slacki,21,88.0
slacki,22,60.0
slacki,23,94.0
slacki,24,79.0
slacki,25,91.0
slacki,26,80.0
slacki,27,105.0
slacki,28,137.0
slacki,29,82.0
slacki,30,67.0
slacki,31,128.0
slacki,32,186.0
slacki,33,80.0
slacki,34,48.0
slacki,35,72.0
slacki,36,92.0
slacki,37,44.0
slacki,38,84.0
slacki,39,61.0
slacki,40,66.0
slacki,41,92.0
slacki,42,83.0
slacki,43,34.0
slacki,44,56.0
slacki,45,65.0
slacki,46,40.0
slacki,47,92.0
slacki,48,59.0
slacki,49,68.0
slacki,50,48.0
slacki,51,65.0
slacki,52,93.0
slacki,1,75.0
slacki,2,74.0
slacki,3,79.0
slacki,4,75.0
slacki,5,31.0
slacki,6,70.0
slacki,7,54.0
slacki,8,124.0
slacki,9,176.0
slacki,10,175.0
slacki,11,201.0
thompson,18,0.0
thompson,19,29.0
thompson,20,13.0
thompson,21,34.0
thompson,22,26.0
thompson,23,29.0
thompson,24,30.0
thompson,25,23.0
thompson,26,18.0
thompson,27,16.0
thompson,28,26.0
thompson,29,27.0
thompson,30,18.0
thompson,31,18.0
thompson,32,29.0
thompson,33,36.0
thompson,34,34.0
thompson,35,18.0
thompson,36,29.0
thompson,37,32.0
thompson,38,38.0
thompson,39,18.0
thompson,40,26.0
thompson,41,23.0
thompson,42,16.0
thompson,43,30.0
thompson,44,15.0
thompson,45,30.0
thompson,46,20.0
thompson,53,17.0
thompson,1,15.0
thompson,2,23.0
thompson,3,26.0
thompson,4,36.0
thompson,5,24.0
thompson,6,33.0
thompson,7,30.0
thompson,8,13.0
thompson,9,20.0
thompson,10,32.0
thompson,11,24.0
thompson,12,31.0
thompson,13,18.0
thompson,14,23.0
thompson,15,22.0
thompson,16,22.0
thompson,17,22.0
thompson,18,18.0
thompson,19,32.0
thompson,20,21.0
thompson,21,26.0
thompson,22,10.0
thompson,23,20.0
thompson,24,33.0
thompson,25,30.0
thompson,26,16.0
thompson,27,33.0
thompson,28,25.0
thompson,29,22.0
thompson,30,24.0
thompson,31,24.0
thompson,32,66.0
thompson,33,21.0
thompson,34,19.0
thompson,35,15.0
thompson,36,13.0
thompson,37,13.0
thompson,38,26.0
thompson,39,23.0
thompson,40,12.0
thompson,41,33.0
thompson,42,14.0
thompson,43,15.0
thompson,44,27.0
thompson,45,14.0
thompson,46,12.0
thompson,47,30.0
thompson,48,26.0
thompson,49,355.0
thompson,50,62.0
thompson,51,48.0
thompson,52,67.0
thompson,1,4.0
thompson,2,0.0
thompson,3,0.0
thompson,4,0.0
thompson,5,0.0
thompson,6,0.0
thompson,7,0.0
thompson,8,0.0
thompson,9,0.0
thompson,10,0.0
thompson,11,0.0
treeplot,18,0.0
treeplot,19,202.0
treeplot,20,187.0
treeplot,21,274.0
treeplot,22,191.0
treeplot,23,232.0
treeplot,24,210.0
treeplot,25,142.0
treeplot,26,151.0
treeplot,27,80.0
treeplot,28,122.0
treeplot,29,160.0
treeplot,30,71.0
treeplot,31,72.0
treeplot,32,133.0
treeplot,33,162.0
treeplot,34,782.0
treeplot,35,824.0
treeplot,36,709.0
treeplot,37,260.0
treeplot,38,299.0
treeplot,39,239.0
treeplot,40,203.0
treeplot,41,167.0
treeplot,42,156.0
treeplot,43,323.0
treeplot,44,152.0
treeplot,45,251.0
treeplot,46,185.0
treeplot,53,194.0
treeplot,1,0.0
treeplot,2,0.0
treeplot,3,0.0
treeplot,4,0.0
treeplot,5,0.0
treeplot,6,0.0
treeplot,7,0.0
treeplot,8,0.0
treeplot,9,0.0
treeplot,10,0.0
treeplot,11,0.0
treeplot,12,0.0
treeplot,13,0.0
treeplot,14,0.0
treeplot,15,42.0
treeplot,16,320.0
treeplot,17,247.0
treeplot,18,167.0
treeplot,19,217.0
treeplot,20,268.0
treeplot,21,279.0
treeplot,22,155.0
treeplot,23,227.0
treeplot,24,230.0
treeplot,25,321.0
treeplot,26,177.0
treeplot,27,280.0
treeplot,28,271.0
treeplot,29,138.0
treeplot,30,166.0
treeplot,31,178.0
treeplot,32,280.0
treeplot,33,207.0
treeplot,34,122.0
treeplot,35,84.0
treeplot,36,120.0
treeplot,37,141.0
treeplot,38,300.0
treeplot,39,155.0
treeplot,40,118.0
treeplot,41,63.0
treeplot,42,0.0
treeplot,43,0.0
treeplot,44,0.0
treeplot,45,0.0
treeplot,46,0.0
treeplot,47,0.0
treeplot,48,0.0
treeplot,49,0.0
treeplot,50,0.0
treeplot,51,0.0
treeplot,52,0.0
treeplot,1,0.0
treeplot,2,0.0
treeplot,3,0.0
treeplot,4,0.0
treeplot,5,0.0
treeplot,6,0.0
treeplot,7,0.0
treeplot,8,0.0
treeplot,9,0.0
treeplot,10,0.0
treeplot,11,0.0
worldmap,18,0.0
worldmap,19,101.0
worldmap,20,52.0
worldmap,21,81.0
worldmap,22,47.0
worldmap,23,97.0
worldmap,24,71.0
worldmap,25,64.0
worldmap,26,76.0
worldmap,27,57.0
worldmap,28,71.0
worldmap,29,50.0
worldmap,30,31.0
worldmap,31,38.0
worldmap,32,70.0
worldmap,33,70.0
worldmap,34,78.0
worldmap,35,62.0
worldmap,36,100.0
worldmap,37,92.0
worldmap,38,69.0
worldmap,39,62.0
worldmap,40,0.0
worldmap,41,0.0
worldmap,42,0.0
worldmap,43,0.0
worldmap,44,0.0
worldmap,45,0.0
worldmap,46,0.0
worldmap,53,0.0
worldmap,1,0.0
worldmap,2,0.0
worldmap,3,0.0
worldmap,4,0.0
worldmap,5,0.0
worldmap,6,0.0
worldmap,7,0.0
worldmap,8,0.0
worldmap,9,0.0
worldmap,10,0.0
worldmap,11,0.0
worldmap,12,0.0
worldmap,13,0.0
worldmap,14,0.0
worldmap,15,0.0
worldmap,16,0.0
worldmap,17,0.0
worldmap,18,0.0
worldmap,19,0.0
worldmap,20,0.0
worldmap,21,0.0
worldmap,22,0.0
worldmap,23,0.0
worldmap,24,0.0
worldmap,25,0.0
worldmap,26,0.0
worldmap,27,0.0
worldmap,28,0.0
worldmap,29,0.0
worldmap,30,0.0
worldmap,31,0.0
worldmap,32,0.0
worldmap,33,0.0
worldmap,34,0.0
worldmap,35,0.0
worldmap,36,0.0
worldmap,37,0.0
worldmap,38,0.0
worldmap,39,0.0
worldmap,40,0.0
worldmap,41,0.0
worldmap,42,0.0
worldmap,43,0.0
worldmap,44,0.0
worldmap,45,0.0
worldmap,46,0.0
worldmap,47,0.0
worldmap,48,0.0
worldmap,49,0.0
worldmap,50,0.0
worldmap,51,0.0
worldmap,52,0.0
worldmap,1,0.0
worldmap,2,0.0
worldmap,3,0.0
worldmap,4,0.0
worldmap,5,0.0
worldmap,6,0.0
worldmap,7,0.0
worldmap,8,0.0
worldmap,9,0.0
worldmap,10,0.0
worldmap,11,0.0
